# Wavelength [micron] - Flux [W m-2 micron-1] - Error [W m-2 micron-1]
1.009330034255981445e+00 6.063645495086499243e-17 2.135091961906150827e-17
1.027009963989257812e+00 3.565424056683651948e-17 1.938142739599112597e-17
1.043589949607849121e+00 5.523432696746083078e-17 1.817377513452698258e-17
1.061419963836669922e+00 4.958967293717857162e-17 1.507941819441921410e-17
1.078870058059692383e+00 2.552051540253715657e-17 1.544881058620579457e-17
1.095880031585693359e+00 1.103121116583572262e-17 1.221963892268352109e-17
1.116170048713684082e+00 1.178464945396026043e-17 9.543362225217204292e-18
1.172700047492980957e+00 7.386650905385245023e-18 1.563852776841728168e-17
1.192909955978393555e+00 1.285698241183624147e-17 1.645890895633512346e-17
1.211539983749389648e+00 3.253165029806109106e-17 1.446081117332143236e-17
1.231629967689514160e+00 5.624728903687081826e-17 1.284183921636223319e-17
1.247820019721984863e+00 8.312720463860619625e-17 1.174997321550142496e-17
1.269639968872070312e+00 8.113790805731006936e-17 1.205032994054494228e-17
1.287619948387145996e+00 7.413373967690505646e-17 1.077990211521353707e-17
1.306920051574707031e+00 5.987532305586309891e-17 1.046821715168110603e-17
1.322759985923767090e+00 3.602019188727487934e-17 9.921324208149834121e-18
1.338739991188049316e+00 1.357293287459987606e-17 1.007589944921761840e-17
1.355829954147338867e+00 1.710169115801538000e-17 1.135896824867005899e-17
1.378579974174499512e+00 2.229339431975340205e-17 1.022086616028998672e-17
1.424379944801330566e+00 5.886855408769929595e-18 6.893371259666291329e-18
1.441210031509399414e+00 1.164049586143003174e-17 7.973763851840682794e-18
1.457690000534057617e+00 1.336363136420558347e-17 7.390578358933646799e-18
1.475389957427978516e+00 1.590114934109674243e-17 7.090552506135150684e-18
1.494310021400451660e+00 2.149207468187123223e-17 7.479033744917617366e-18
1.511860013008117676e+00 2.952796558797893527e-17 7.067273989336683379e-18
1.527609944343566895e+00 3.417444753820365509e-17 6.714699833764531075e-18
1.545719981193542480e+00 4.090286037216309025e-17 6.359625524790937245e-18
1.561409950256347656e+00 5.234921363510447619e-17 6.120189411091031577e-18
1.578780055046081543e+00 5.334122487395972058e-17 6.211413370585217128e-18
1.597100019454956055e+00 4.572470792097150215e-17 5.994842183377502252e-18
1.613999962806701660e+00 3.671943412884555533e-17 5.113049866012804861e-18
1.627670049667358398e+00 2.749421797492543378e-17 5.441706921353598922e-18
1.640699982643127441e+00 2.022314818935161076e-17 5.308989514382222121e-18
